Substantiv;das;Gras;;trava;/
Substantiv;der;Weinberg;;vinograd;/
Substantiv;der;Obstgarten;;voćnjak;/
Substantiv;die;Ernte;;žetva;/
Substantiv;das;Getriede;;žitarice;/
Substantiv;das;Meer;;more;/
Substantiv;die;Küste;;obala;/
Substantiv;die;Insel;;otok;/
Substantiv;die;Halbinsel;;poluotok;/
Substantiv;der;Strand;;plaža;/
Substantiv;die;Ebbe;;oseka;/
Substantiv;die;Flut;;plima;/
Substantiv;die;Bucht;;zaljev;/
Substantiv;die;Welle;;val;/
Substantiv;die;Badehose;;kupaće gaće;/
Substantiv;der;Liegestuhl;;ležaljka;/
Substantiv;das;Badetuch;;ručnik za kupanje;/
Substantiv;der;Sonnenschirm;;suncobran;/
Substantiv;der;Hügel;;brdo;/
Substantiv;das;Tal;;dolina;/
Substantiv;der;See;;jezero;/
Substantiv;das;Eislaufen;;klizanje na ledu;/
Substantiv;der;Berghang;;padina planine;/
Substantiv;das;Gebirge;;planina;/
Substantiv;der;Bersteiger;;planinar;/
Substantiv;die;Berghütte;;planinska koliba;/
Substantiv;der;Gipfel;;planinski vrh;/
Substantiv;das;Schlittenfahren;;sanjkanje;/
Substantiv;der;Schlitten;;saonice;/
Substantiv;das;Skilaufen;;skijanje;/
Substantiv;der;Skianzug;;skijaško odijelo;/
Substantiv;der;Wald;;šuma;/
Substantiv;der;Skilift;;žičara za skijaše;/
Substantiv;die;Blüte;;cvijet;/
Substantiv;der;Baumstamm;;deblo drveta;/
Substantiv;der;Ast;;grana;/
Substantiv;die;Wurzel;;korijen;/
Substantiv;die;Baumkrone;;krošnja drveta;/
Substantiv;das;Blat;;list;/
Substantiv;die;Frucht;;plod;/
Substantiv;die;Kiefer;;bor;/
Substantiv;die;Eiche;;hrast;/
Substantiv;der;Tannenbaum;;jela;/
Substantiv;der;Blumenstrauß;;buket cvijeća;/
Substantiv;der;Blumengarten;;cvjetnjak;/
Substantiv;die;Gans;;guska;/
Substantiv;das;Huhn;;kokoš;/
Substantiv;das;Pferd;;konj;/
Substantiv;die;Ziege;;koza;/
Substantiv;die;Kuh;;krava;/
Substantiv;die;Katze;;mačka;/
Substantiv;der;Esel;;magarac;/
Substantiv;das;Schaf;;ovca;/
Substantiv;der;Hund;;pas;/
Substantiv;die;Ente;;patka;/
Substantiv;der;Hahn;;pijetao;/
Substantiv;das;Schwein;;svinja;/
Substantiv;die;Stechmücke;;komarac;/
Substantiv;der;Schmetterling;;leptir;/
Substantiv;die;Fliege;;muha;/
Substantiv;die;Spinne;;pauk;/
Substantiv;die;Biene;;pčela;/
Substantiv;die;Möwe;;galeb;/
Substantiv;die;Taube;;golub;/
Substantiv;der;Habicht;;jastreb;/
Substantiv;die;Schwalbe;;lastavica;/
Substantiv;der;Adler;;orao;/
Substantiv;der;Storch;;roda;/
Substantiv;die;Falke;;sokol;/
Substantiv;die;Eule;;sova;/
Substantiv;der;Sperling;;vrabac;/
Substantiv;der;Hirsch;;jelen;/
Substantiv;der;Löwe;;lav;/
Substantiv;der;Fuchs;;lisica;/
Substantiv;der;Affe;;majmun;/
Substantiv;der;Bär;;medvjed;/
Substantiv;das;Reh;;srna;/
Substantiv;der;Tiger;;tigar;/
Substantiv;das;Eichhörnchen;;vjeverica;/
Substantiv;der;Wolf;;vuk;/
Substantiv;der;Hase;;zec;/
Substantiv;der;Kabeljau;;bakalar;/
Substantiv;die;Miesmuschel;;dagnja;/
Substantiv;der;Octopus;;hobotnica;/
Substantiv;die;Languste;;jastog;/
Substantiv;die;Auster;;kamenica;/
Substantiv;der;Kalmar;;lignje;/
Substantiv;der;Tintenfisch;;sipa;/
Substantiv;das;Kamel;;deva;/
Substantiv;der;Walfisch;;kit;/
Substantiv;die;Schildkröte;;kornjača;/
Substantiv;das;Krokodil;;krokodil;/
Substantiv;die;Maus;;miš;/
Substantiv;der;Haifisch;;morski pas;/
Substantiv;die;Schnecke;;puž;/
Substantiv;der;Elefant;;slon;/
Substantiv;die;Schlange;;zmija;/
Substantiv;der;Frosch;;žaba;/
Substantiv;der;Regen;"<-s; Regen>";kiša;/
Substantiv;der;Nebel;"<-s; Nebel>";magla;/
Substantiv;der;Schauer;"<-s; Schauer>";pljusak;/
Substantiv;der;Tau;<-(e)s>;rosa;/
Substantiv;der;Schnee;<-s>;snijeg;/
Substantiv;der;Hagel;<-s>;tuča;/
Substantiv;das;Theater;;kazalište;/
Substantiv;die;Vorstellung;;predstava;/
Substantiv;das;Ballet;;balet;/
Substantiv;das;Drama;;drama;/
Substantiv;die;Oper;;opera;/
Substantiv;der;Zuschauerraum;;gledalište;/
Substantiv;der;Schauspieler;;glumac;/
Substantiv;die;Schauspielerin;;glumica;/
Substantiv;die;Skulptur;;skulptura;/
Substantiv;die;Statue;;kip;/
Substantiv;der;Bildhauer;;kipar;/
Substantiv;der;Maler;;slikar;/
